ENGI 4424,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'is an introduction to discrete mathematics including a selection\n of topics such as propositional logic, introductory predicate logic, \nmathematical reasoning, induction, sets, relations, functions, integers,\n graphs, trees, and models of computation.', 'title': u'Discrete Mathematics for Computer Engineering', 'prerequisites': [u'Mathematics 2050'], 'number': u'4424', 'other information': u'tutorial 1 hour per week', 'exclusive with': u'the former ENGI 3422', 'name': u'ENGI 4424'}"
ENGI 4425,"{'credit-hours': 4, 'lecture hours': u'4', 'description': u'examines the analytical solutions of ordinary differential \nequations of the first and higher orders and numerical methods: errors, \nround off and stability, solution to nonlinear equations, curve fitting \nand interpolation methods, numerical differentiation and integration.', 'title': u'Mathematics for Civil Engineering II', 'prerequisites': [u'ENGI 3425'], 'number': u'4425', 'other information': u'tutorial 1 hour per week', 'exclusive with': u'the former ENGI 4422', 'name': u'ENGI 4425'}"
ENGI 4421,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'includes probability, probability distributions, probability \ndensities, sampling distribution, hypothesis testing, regression and \ncorrelation.', 'title': u'Probability and Statistics', 'prerequisites': [u'Mathematics 1001'], 'number': u'4421', 'other information': u'tutorial 1 hour per week', 'exclusive with': u'the former ENGI 3423, STAT 2510', 'name': u'ENGI 4421'}"
ENGI 4892,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines fundamental data structures; recursive structures and \nprogramming techniques; modularity and reusability; time complexity and \nefficient data structures; procedural abstraction; data abstraction and \nprecise documentation of data structures.', 'title': u'Data Structures', 'prerequisites': [u'ENGI 3891'], 'co-requisite': u'ENGI 4424', 'number': u'4892', 'name': u'ENGI 4892'}"
ENGI 5821,"{'credit-hours': 3, 'lecture hours': 3, 'description': u""includes an introduction to control systems with a negative \nfeedback; mathematical modelling and transfer functions of \nelectromechanical systems; block diagram reduction and signal flow \ngraphs; controller realization using op-amps; transient response \nanalysis; Routh's stability criterion; basic control actions and \nresponse of control systems; root locus analysis and design; frequency \nresponse analysis; Bode diagram; gain and phase margins; compensator \ndesign in frequency domain; Nyquist stability criterion; A/D and D/A \nconversion, digital implementations of analog compensators; and an \nintroduction to PID controller tuning methods."", 'title': u'Control Systems I', 'prerequisites': [u'ENGI 4823'], 'number': u'5821', 'lab hours': u'at least four 3-hour sessions per semester', 'name': u'ENGI 5821'}"
ENGI 6951,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines the performance of feedback control systems. The topics\n covered in the course are: feedback control concept; control system \nperformance; control system stability; nonlinear phenomena. There is a \nproject which makes use of a peripheral interface controller or PIC. \nThere are 3 laboratory exercises. Extensive use is made of MATLAB.', 'title': u'Automatic Control Engineering', 'prerequisites': [u'ENGI 5951'], 'number': u'6951', 'lab hours': u'at least three 1-hour sessions per semester', 'exclusive with': u'the former ENGI 6925', 'name': u'ENGI 6951'}"
ENGI 7640,"{'credit-hours': 3, 'lecture hours': u'scheduled as required', 'description': u'gives students the opportunity to apply the knowledge gained in \nprevious design and technical courses to the complete design of a piece \nof process equipment, e.g. distillation column, evaporator, membrane \nseparation unit, etc. The goal is to expose the students to practical \ndesign issues that arise in process equipment design, and to provide \nexperience in the complete design process as applied to real devices. \nThis course is a precursor to ENGI 8640 where students will work in \ngroups to design a process system.', 'title': u'Process Engineering Project I', 'prerequisites': [u'completion of academic term 6 of the process engineering program'], 'number': u'7640', 'name': u'ENGI 7640'}"
ENGI 4602,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'extends the study started in ENGI3901of thermodynamics, with special reference to chemical process \napplications: basic laws, thermodynamic properties of pure fluids and \nmixtures, heat engines, multicomponent systems, thermal/mechanical \nequilibrium, chemical equilibrium, and thermodynamics of chemical \nprocesses. Special emphasis is placed on the application of \nthermodynamics to practical problems in chemical engineering such as \nphase equilibria, solutions and reaction equilibria in separations and \nreaction engineering.', 'title': u'Process Engineering Thermodynamics', 'prerequisites': [u'ENGI 3901'], 'number': u'4602', 'exclusive with': u'CHEM 2300 , CHEM 3300', 'name': u'ENGI 4602'}"
ENGI 7723,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines soil investigation and site characterization; pile \nfoundations; embankment dams; elements of geotechnical earthquake \nengineering; constitutive theories for soil materials; and numerical \nmethods in geotechnical engineering. The students select two of the \nabove topics on which they are interested in concentrating their \nefforts. Bi-weekly lectures are offered on the other topics at an \ninformal level.', 'title': u'Geotechnical Engineering III', 'prerequisites': [u'ENGI 5723'], 'number': u'7723', 'name': u'ENGI 7723'}"
ENGI 3934,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'includes kinematics and kinetics of particles using rectangular,\n normal/tangential and polar coordinates; relative motion using rotating\n axes; two-dimensional kinematics and kinetics of rigid bodies; \nforce-acceleration, work-energy and impulse-momentum methods.', 'title': u'Dynamics', 'prerequisites': [u'Physics 1050', u'Mathematics 1001', u'ENGI 2050'], 'number': u'3934', 'other information': u'tutorial 1 hour per week', 'exclusive with': u'the former ENGI 2313', 'name': u'ENGI 3934'}"
ENGI 7928,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'introduces a variety of Computer Aided Engineering (CAE) \napplications based on advanced 3D CAD modelling. The fundamentals of 3D \nmodelling are covered including parametric and feature-based design. CAE\n applications include assembly modelling, mechanism animation and finite\n element analysis. Further applications include Computer Aided \nManufacturing (CAM); model based inspection (i.e. Coordinate Measurement\n Machines); reverse engineering; document/drawing production; data \nexchange; and data management. The course has a significant lab \ncomponent, which provides exposure to solid modelling and CAE \napplications based on an industrial CAD/CAM/CAE package.', 'title': u'Computer Aided Engineering Applications', 'prerequisites': [u'ENGI 1030', u'ENGI 6927'], 'number': u'7928', 'lab hours': u'at least ten 3-hour sessions per semester', 'exclusive with': u'the former ENGI 7962', 'name': u'ENGI 7928'}"
ENGI 7926,"{'credit-hours': 3, 'lecture hours': u'scheduled as required', 'description': u'is the first of two capstone design courses in the Mechanical \nDiscipline. In this course mechanical students are organized into small \ngroups or teams, which must complete a common design challenge. The \nproject is presented as an open-ended problem statement with specific \nperformance objectives. The system must be designed, prototyped and \ntested during the course of the term. Each team is a small consulting \nfirm and is required to document its object planning as well as its \ndesign.', 'title': u'Mechanical Design Project I', 'prerequisites': [u'completion of Term 6 of Mechanical Engineering program'], 'number': u'7926', 'lab hours': u'scheduled as required', 'exclusive with': u'the former ENGI 7936', 'name': u'ENGI 7926'}"
ENGI 6671,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'will cover design and operation of equilibrium stage separation \nprocesses including distillation, extraction, and leaching. It will also\n cover advanced concept of equipment design such as heterogeneous \nsystem, multiphase system, absorption, and adsorption operation and \ncomputer assisted design. Course will use HYSIS and other process \nequipment design tools.', 'title': u'Process Equipment Design II', 'prerequisites': [u'ENGI 5601', u'ENGI 5671'], 'number': u'6671', 'lab hours': u'at least four 2-hour sessions per semester', 'name': u'ENGI 6671'}"
ENGI 6003,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'is an introduction to ship structural safety and rational \ndesign. Topics include local strength analysis, elastic, plastic and \nultimate strength of plating, frames and grillages, buckling of columns \nand plates and fatigue and fracture in ships.', 'title': u'Ship Structures II', 'prerequisites': [u'ENGI 5003'], 'number': u'6003', 'lab hours': u'at least one 4-hour session per semester', 'exclusive with': u'the former ENGI 7002', 'name': u'ENGI 6003'}"
ENGI 6005,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'introduces floating structures used in the offshore petroleum \nindustry, along with functional requirements, such as drilling and \nproduction, of the platforms. Field development criteria are discussed \nin the context of platform concept selection and synthesis. \nEnvironmental loads are examined, focussing on wave loads and ice loads.\n Diffraction theory and its application on offshore structures is \npresented. Offshore safety is discussed in terms of major hazards, risk \nmanagement, and case studies.', 'title': u'Floating Ocean Structures Design', 'prerequisites': [u'ENGI 3054'], 'number': u'6005', 'lab hours': u'1', 'exclusive with': u'the former ENGI 7005', 'name': u'ENGI 6005'}"
ENGI 4717,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines the nature and scope of environmental problems; concept\n of sustainable development; natural environmental hazards; introduction\n to ecology, microbiology and epidemiology; basic concepts of \nenvironmental quality parameters and standards; solid and hazardous \nwastes; atmospheric, noise, and water pollution, their measurements, and\n control.', 'title': u'Applied Environmental Science and Engineering', 'prerequisites': [u'Completion of Term 3 of the Civil Engineering program'], 'number': u'4717', 'lab hours': u'at least ten 3-hour sessions per semester', 'name': u'ENGI 4717'}"
ENGI 8903,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines mechanical systems design; system simulation, control, \nand optimization; design optimization and system performance evaluation;\n design case studies and equipment for overall system design.', 'title': u'Mechanical Systems', 'prerequisites': [u'ENGI 6901'], 'number': u'8903', 'name': u'ENGI 8903'}"
ENGI 7804,"{'credit-hours': 3, 'lecture hours': u'at least 10 lecture hours per semester', 'description': u'provides an opportunity for senior students to integrate the \nknowledge that they have acquired through the junior terms and apply it \nto solving a computer engineering design problem. Students work in small\n teams with the assistance of a faculty mentor to define an appropriate \ndesign problem and propose a method of solution to the problem. The \nproject is continued in ENGI8854.', 'title': u'Computer Engineering Design Project I', 'prerequisites': [u'completion of Term 6 of the Computer Engineering program'], 'number': u'7804', 'other information': u'weekly meetings with project supervisor', 'exclusive with': u'the former ENGI 7800', 'name': u'ENGI 7804'}"
ENGI 7803,"{'credit-hours': 3, 'lecture hours': u'at least 10 lecture hours per semester', 'description': u'provides an opportunity for senior students to integrate the \nknowledge that they have acquired through the junior terms and apply it \nto solving an electrical engineering design problem. Students work in \nsmall teams with the assistance of a faculty mentor to define an \nappropriate design problem and propose a method of solution to the \nproblem. The project is continued in ENGI8853.', 'title': u'Electrical Engineering Design Project I', 'prerequisites': [u'completion of Term 6 of the Electrical Engineering program'], 'number': u'7803', 'other information': u'weekly meetings with project supervisor', 'exclusive with': u'the former ENGI 7800', 'name': u'ENGI 7803'}"
ENGI 6961,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines differential analysis of fluid motion; conservation of \nmass: continuity equation; conservation of momentum: Navier-Stokes \nequations; conservation of energy; inviscid incompressible flows; low \nReynolds number flows; boundary layer flows; compressible flows.', 'title': u'Fluid Mechanics II', 'prerequisites': [u'ENGI 5961'], 'number': u'6961', 'lab hours': u'at least three 1-hour sessions per semester', 'exclusive with': u'the former ENGI 5913', 'name': u'ENGI 6961'}"
ENGI 5931,"{'credit-hours': 3, 'lecture hours': 3, 'description': u""examines stresses due to combined loads, thin-walled pressure \nvessels, transformation of stresses and strains, principal stresses and \nstrains (two and three dimensional stresses), Mohr's circle, theory \nfailures, stress concentrations, energy methods, buckling of columns, \nthick-walled cylindrical pressure vessels, rotating disks, multi layered\n thick walled pressure vessels, shrink fits and contact stresses."", 'title': u'Advanced Mechanics of Deformable Solids', 'prerequisites': [u'ENGI 4312'], 'number': u'5931', 'lab hours': u'at least four 2-hour sessions per semester', 'exclusive with': u'ENGI 5312', 'name': u'ENGI 5931'}"
ENGI 8933,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'is an introduction to fatigue and fracture analysis of metallic \ncomponents, failure mechanisms, fracture mechanisms, effects of cracks, \nnotches, collapse; linear elastic fracture mechanic analysis; design of \ncomponents to avoid fracture; fatigue crack propagation, fracture \ninitiation, crack arrest; and fracture toughness measurements.', 'title': u'Fatigue and Fracture Mechanics', 'prerequisites': [u'ENGI 5931'], 'number': u'8933', 'name': u'ENGI 8933'}"
ENGI 8937,"{'credit-hours': 3, 'lecture hours': 3, 'description': u""begins with a review of Newton's Law, planar rigid body \nkinematics and kinetics. Topics include three-dimensional kinematics and\n kinetics: orientation angles, rotation matrices, Euler\u2019s equations. \nLagrange's and Hamilton's equations, constraints, dynamic simulation of \nlinkages, mechanism loads, balancing, engine dynamics. There is a \nstudent analysis project."", 'title': u'Machine Dynamics', 'prerequisites': [u'ENGI 4932', u'ENGI 6933'], 'number': u'8937', 'lab hours': u'at least eight 1-hour sessions per semester', 'exclusive with': u'the former ENGI 7945', 'name': u'ENGI 8937'}"
ENGI 8935,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines traditional design methods; load types; sustained, \ncyclic, impact; failure modes and mechanisms; incremental collapse; \nplastic shakedown; upper bound and lower bound approximations; loa cycle\n fatigue; and rational design procedures. Case studies are conducted for\n cylinders; plates; shells.', 'title': u'Pressure Component Design', 'prerequisites': [u'ENGI 5931'], 'number': u'8935', 'name': u'ENGI 8935'}"
ENGI 6901,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines modes of heat transfer; conduction: steady 1-D \nconduction, thermal resistance, extended surfaces (fins), lumped \ncapacitance analysis, 1-D transient conduction; convection: Newton\u2019s law\n of cooling, convection heat transfer coefficient, external boundary \nlayer flows, internal flows, natural convection; radiation: principles, \nproperties, exchange factors, black body radiation, and enclosures, \nradiation shields.', 'title': u'Heat Transfer I', 'prerequisites': [u'ENGI 4901'], 'number': u'6901', 'lab hours': u'at least one 3-hour session per semester', 'name': u'ENGI 6901'}"
ENGI 8708,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines guidelines and international codes and standards for \noffshore structural design; understanding design constraints and \nconcepts of offshore fixed and floating structures; design consideration\n for fixed offshore concrete platform; design consideration for offshore\n platform and floating production system design, and analysis of various\n support systems of the offshore structure.', 'title': u'Offshore Structural Design', 'prerequisites': [u'ENGI 7707'], 'number': u'8708', 'name': u'ENGI 8708'}"
ENGI 6749,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'includes construction equipment selection and utilization; \nearthmoving including use of explosives; case studies of major civil \nprojects; principles of project planning and control; computer \napplications to the construction industry.', 'title': u'Construction Planning Equipment and Methods', 'prerequisites': [u'completion of Term 5 of the Civil Engineering program'], 'number': u'6749', 'exclusive with': u'the former ENGI 8749', 'name': u'ENGI 6749'}"
ENGI 7033,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines the fundamental equations of hydrodynamics, boundary \nlayers; potential flow, added mass, damping, circulation, and vorticity;\n numerical methods for hydrodynamic coefficients; water waves and \nloading for regular and irregular seas.', 'title': u'Marine Hydrodynamics', 'prerequisites': [u'ENGI 4020'], 'number': u'7033', 'lab hours': u'at least one 3-hour session per semester', 'name': u'ENGI 7033'}"
ENGI 7894,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'surveys parallel and distributed architectures and examines \npatterns of concurrent program design; correctness of concurrent \nprograms: safety and liveness properties, proof of properties; \nsynchronization using locks, semaphores, and monitors; communication \nusing message passing and remote procedures; parallelization for \nhigh-performance computation and advanced topics such as scientific \napplications, distributed systems, model checking, and transaction \nprocessing.', 'title': u'Concurrent Programming', 'prerequisites': [u'ENGI 6861', u'ENGI 6892'], 'number': u'7894', 'exclusive with': u'the former ENGI 8893', 'name': u'ENGI 7894'}"
ENGI 7650,"{'credit-hours': 3, 'lecture hours': u'1', 'description': u'is a multidisciplinary design project that illustrates the \napplication of previous engineering science and design related courses. \nThe project will be done by teams of students with individuals \nconcentrating their participation in their own engineering discipline. \nThe project topic will be from the offshore oil and gas engineering \nindustry. Lectures will be scheduled as required. This is the Term 7 \nproject and if the scope of the project is such that it needs to \ncontinue, then the student will have the option to continue the same \nproject in term 8 (in ENGI8650).', 'title': u'Offshore Oil and Gas Engineering Project I', 'prerequisites': [u'completion of Academic Term 6'], 'number': u'7650', 'name': u'ENGI 7650'}"
ENGI 7651,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'is designed to introduce methods of industrial pollution \nassessment and control. Topics include waste characterization, water \npollution assessment, water pollution control, air pollution assessment \nand control, solid waste assessment and control, pollution prevention, \nenvironmental risk assessment and risk based decision making.', 'title': u'Industrial Pollution Control/Pollution Prevention', 'prerequisites': [u'ENGI 5621', u'ENGI 6671'], 'number': u'7651', 'name': u'ENGI 7651'}"
ENGI 7716,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines the theory and application of steady gradually-varied \nflow in artificial and natural open channels together with an \nintroduction to appropriate software; erosion protection and \nmobile-boundary hydraulics; problems with ice in rivers, the design of \nspillways, energy dissipaters, and culverts; physical scale models. \nThere is an introduction to water hammer and surge tanks.', 'title': u'Hydrotechnical Engineering', 'prerequisites': [u'ENGI 6713'], 'number': u'7716', 'lab hours': u'at least four 3-hour sessions per semester', 'name': u'ENGI 7716'}"
ENGI 7713,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines precipitation, snowmelt, infiltration, runoff and \nstreamflow; statistical treatment of hydrologic data; hydrograph \nanalysis and synthesis; evaporation; structure design floods; reservoir \nstorage and flood routing; urban run-off and drainage.', 'title': u'Hydrology and Water Resources', 'prerequisites': [u'ENGI 5713', u'ENGI 6322'], 'number': u'7713', 'lab hours': u'at least 6 hours per semester', 'name': u'ENGI 7713'}"
ENGI 3731,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'includes structure of metals and nonmetals; deformation of \nmetals; strengthening mechanisms in metals; concrete and cementitious \nmaterials; admixtures; iron and steel; brick masonry; concrete masonry; \nmortar grout and plaster; reinforced masonry structures; wood and wood \nproducts. Relevant experiments are conducted.', 'title': u'Materials for Construction', 'number': u'3731', 'lab hours': u'at least ten 3-hour sessions per semester', 'other information': u'up to ten 1-hour tutorials per semester', 'name': u'ENGI 3731'}"
ENGI 8740,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'is an introduction to law as it applies to engineering activity;\n the nature of law and legal processes, including standard forms; liens,\n bonds and insurances; the labour movement in North America; examination\n of union philosophies and managerial attitudes; labour law and \ncollective bargaining; disputes and settlements.', 'title': u'Contract Law and Labour Relations', 'prerequisites': [u'completion of Term 7 of the Civil Engineering program'], 'number': u'8740', 'exclusive with': u'the former ENGI 6740', 'name': u'ENGI 8740'}"
ENGI 7811,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines the fundamentals of electromagnetic radiation; \npotentials; small antennas and antenna parameters; thin linear wire \nantennas and antenna arrays; antenna impedance and ground effects; Friis\n transmission formula; and aperture antennas.', 'title': u'Antennas', 'prerequisites': [u'ENGI 6813'], 'number': u'7811', 'lab hours': u'at least three 3-hour sessions per semester', 'name': u'ENGI 7811'}"
ENGI 7814,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines vector calculus; Green\u2019s, Stokes\u2019 and Gauss\u2019 theorems; \nMaxwell\u2019s differential and integral equations; steady-state and \ntime-varying aspects of Maxwell\u2019s equations; uniform plane wave \npropagation in various media; and applications of electromagnetics in \ncommunications.', 'title': u'Electromagnetics for Communications', 'prerequisites': [u'ENGI 3424', u'ENGI 3821'], 'number': u'7814', 'name': u'ENGI 7814'}"
ENGI 8826,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'begins with an introduction to analog filters. The course \nexamines descriptive terminology, transfer functions and frequency \nresponse of filters; design of first order passive and active filters; \ndesign and analysis of biquad circuit, Sallen key circuit, multiple \nfeedback circuit and state variable filter; RC-CR transformation; \ninductance simulation circuit; cascade design principle; design of \nfilters with maximally flat magnitude response; design of filters with \nequal ripple magnitude response; design of Bessel-Thomson filters; \nanalysis and design of switched capacitor filters; and the use of Matlab\n for design of analog filters.', 'title': u'Filter Synthesis', 'prerequisites': [u'ENGI 5854'], 'number': u'8826', 'lab hours': u'at least four 3-hour sessions per semester', 'name': u'ENGI 8826'}"
ENGI 7952,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'provides the fundamentals in robotic manipulators and arms. The \ncourse provides basic understanding in coordinate transformations for \nspatial description, both kinematical and kinetic analysis, forces and \ndynamics and finally trajectory generations and path planning.', 'title': u'Robotics and Automation', 'prerequisites': [u'ENGI 1040', u'ENGI 4430'], 'number': u'7952', 'lab hours': u'at least three 3-hour sessions per semester', 'exclusive with': u'the former ENGI 7944', 'name': u'ENGI 7952'}"
ENGI 8821,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'is a review of introductory digital signal processing (DSP) \nprinciples, including sampling theory and discrete-time systems and \nsignals. Topics include transform analysis of DSP systems; issues in the\n implementation of DSP systems; design of IIR and FIR digital filters; \ncomputable transforms and their use in the frequency analysis of digital\n signals; and design of DSP systems for current and emerging \napplications of digital signal processing.', 'title': u'Design of Digital Signal Processing Systems', 'prerequisites': [u'ENGI 7824'], 'number': u'8821', 'name': u'ENGI 8821'}"
ENGI 3001,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'is an introductory course to design in naval architecture and \nocean engineering. It introduces the design challenges in a marine \nsetting. A series of modules will familiarize the students with the main\n design issues. The first module covers the basic economic question of \nwhy ships are built. This is followed by an examination of the materials\n of construction and the primary fabrication method \u2013 welding. The third\n module deals with manufacturing, including design for manufacturing and\n the workflow process itself. The final module examines methods of \nmarine design and performance evaluation. This covers numerical and \nexperimental simulation methods and design software. There are several \nrelevant labs and a design project.', 'name': u'ENGI 3001', 'title': u'Ocean/Naval Design', 'number': u'3001', 'lab hours': u'at least six 3-hour laboratory sessions per semester'}"
ENGI 4932,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'includes an overview of mechanisms within machines; graphical \nand analytical methods for position, velocity, and acceleration analysis\n of moving mechanisms; kinematics and kinetics of planar mechanisms; \nstatic and dynamic loads on mechanisms and an introduction to mechanism \nsynthesis. There is an analysis project.', 'title': u'Mechanisms and Machines', 'prerequisites': [u'ENGI 3934'], 'number': u'4932', 'other information': u'tutorial 1 hour per week', 'exclusive with': u'the former ENGI 3933', 'name': u'ENGI 4932'}"
ENGI 6876,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'is an introduction to communication networks such as the \ntelephone network and the Internet. Topics include flow control and \nerror control; circuit switching; packet switching; local area networks;\n internetworking; communication architectures and protocols.', 'title': u'Communication Networks', 'prerequisites': [u'ENGI 5420'], 'number': u'6876', 'name': u'ENGI 6876'}"
ENGI 6871,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'begins with a review of signal representation and analysis and \nincludes distortionless signal transmission, analog modulation (AM, FM \nand PM), super-heterodyne receiver, sampling theorem, pulse amplitude \nmodulation (PAM), pulse code modulation (PCM), delta modulation, \nbaseband digital transmission, digital modulation techniques (ASK, FSK \nand PSK).', 'title': u'Communication Principles', 'prerequisites': [u'ENGI 4823', u'ENGI 5420'], 'number': u'6871', 'lab hours': u'at least four 3-hour sessions per term', 'name': u'ENGI 6871'}"
ENGI 5927,"{'credit-hours': 3, 'lecture hours': 3, 'description': u'examines adequacy assessment and synthesis of machine elements \nwith a focus on failure prevention, safety factors, and strength; static\n failure of ductile and brittle materials, fatigue analysis of \ncomponents. Topics include the design of power screws, bolted \nconnections, welds, springs, and shafts.', 'title': u'Mechanical Component Design I', 'prerequisites': [u'ENGI 4312'], 'number': u'5927', 'lab hours': u'at least eight 3-hour sessions per semester', 'exclusive with': u'the former ENGI 5926', 'name': u'ENGI 5927'}"
